drntanguay	#AMIA2014 I'd like to change the Tutorials I signed up for. Anyone know how to do it?	Sun Nov 9 4:54:27 PST 2014   
paulaotero	RT @anitabaum: #AMIA2014 You can listen D.Detmer conference about education at http://t.co/sIk8pqQAsA Health Informatics Department Hospita…	Sun Nov 16 13:12:57 PST 2014   
trentrosenbloom	@SueWoods including patient voice is a cultural challenge #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/9wIrmFMIgC	Sun Nov 16 13:13:01 PST 2014   
titusschleyer	#S02 @NIH, Cimino is integrating clinical and research systems, building on the Medical Entities Dictionary experience @Columbia. #AMIA2014	Sun Nov 16 13:13:06 PST 2014   
susanchull	RT @trentrosenbloom: @SueWoods VA Launchpad as the next stage of mobile PGD data entry/sharing #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 h…	Sun Nov 16 13:13:07 PST 2014   
cabogirao	Great #AMIA2014 session with VA, Geisinger & others about #PGHD. Nice summary slides from @trentrosenbloom as well. Well-played.	Sun Nov 16 13:13:15 PST 2014   
arlenechung	RT @trentrosenbloom: @SueWoods VA Launchpad as the next stage of mobile PGD data entry/sharing #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 h…	Sun Nov 16 13:13:19 PST 2014   
arlenechung	RT @trentrosenbloom: @SueWoods including patient voice is a cultural challenge #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/9wIrm…	Sun Nov 16 13:13:31 PST 2014   
trentrosenbloom	@SueWoods Clinican Themes on PGD #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/dshN5TwPI3	Sun Nov 16 13:13:32 PST 2014   
arlenechung	RT @trentrosenbloom: @SueWoods Clinican Themes on PGD #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/dshN5TwPI3	Sun Nov 16 13:13:47 PST 2014   
drdannysands	.@SueWoods talking about #PGHD at #AMIA2014. Currently, self-entered data can't be shared, but goal is for providers to use it.	Sun Nov 16 13:13:48 PST 2014   
randi_epi	Voice of Veteran supplements clinical data | @SueWoods #AMIA2014	Sun Nov 16 13:13:48 PST 2014   
pattifbrennan	RT @dr_bob: but: not all pghd is generated for doctors, some, for example, is for online communities #amia2014	Sun Nov 16 13:13:57 PST 2014   
paulaotero	@anitabaum you totally rock!! Your tweets at #AMIA2014 are amazing!!	Sun Nov 16 13:14:00 PST 2014   
arlenechung	RT @DrDannySands: .@SueWoods talking about #PGHD at #AMIA2014. Currently, self-entered data can't be shared, but goal is for providers to u…	Sun Nov 16 13:14:04 PST 2014   
frankfarach	Wow. #S02 Cimino @NIH: "40 man-years went into developing MED [Medical Entities Dictionary]." #AMIA2014	Sun Nov 16 13:14:14 PST 2014   
lennoxmi6140	VA mHealth solution creation model. @AMIAinformatics #AMIA2014 http://t.co/zVt4TaESvS	Sun Nov 16 13:14:15 PST 2014   
protact	RT @blancahimes: "I can help you *meet regulatory requirements* by collecting patient data" is what providers like to hear most from @nwagl…	Sun Nov 16 13:14:20 PST 2014   
kbjvanderbilt	@AMIAinformatics #AMIA2014 hearing how patient engagement with apps is advancing. Voice of the veteran, mental health assessment, etc.	Sun Nov 16 13:14:23 PST 2014   
wareflo	RT @kimunertlphd: "Do we have a jackhammer in the cockpit?" Impact of ED noise levels on cognition & workflow. Mary Little from Columbia. #…	Sun Nov 16 13:14:31 PST 2014   
trentrosenbloom	@SueWoods analytics and visualization of PGD is important #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/lXpcjUxiye	Sun Nov 16 13:14:32 PST 2014   
trentrosenbloom	RT @dr_bob: but: not all pghd is generated for doctors, some, for example, is for online communities #amia2014	Sun Nov 16 13:14:41 PST 2014   
susanchull	RT @KBJVanderbilt: @AMIAinformatics #AMIA2014 hearing how patient engagement with apps is advancing. Voice of the veteran, mental health as…	Sun Nov 16 13:14:42 PST 2014   
titusschleyer	#S02 Seems to me that with all the intelligence in the room, we could come up with some great ideas for managing terminologies. #AMIA2014	Sun Nov 16 13:14:44 PST 2014   
trentrosenbloom	RT @KBJVanderbilt: @AMIAinformatics #AMIA2014 hearing how patient engagement with apps is advancing. Voice of the veteran, mental health as…	Sun Nov 16 13:14:54 PST 2014   
drdannysands	@SueWoods says clinicians don't want to see the #PGHD themselves. #AMIA2014	Sun Nov 16 13:15:09 PST 2014   
trentrosenbloom	@SueWoods patient-facing PGD dashboards, medication info #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/TcSijnayWm	Sun Nov 16 13:15:47 PST 2014   
arlenechung	RT @DrDannySands: @SueWoods says clinicians don't want to see the #PGHD themselves. #AMIA2014	Sun Nov 16 13:15:56 PST 2014   
mkopinsky	#AMIA2014 #S08 Third session doesn't present a new app, but evaluates the offerings more critically. Are the apps reaching their target?	Sun Nov 16 13:15:59 PST 2014   
arlenechung	RT @trentrosenbloom: @SueWoods patient-facing PGD dashboards, medication info #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/TcSijn…	Sun Nov 16 13:16:07 PST 2014   
ukhip	RT @anitabaum: #AMIA2014 see https://t.co/ZyAFgMhfvI for educational competences for health informatics	Sun Nov 16 13:16:08 PST 2014   
kbjvanderbilt	RT @kimunertlphd: "Do we have a jackhammer in the cockpit?" Impact of ED noise levels on cognition & workflow. Mary Little from Columbia. #…	Sun Nov 16 13:16:09 PST 2014   
drnaqi	RT @titusschleyer: #S02 Seems to me that with all the intelligence in the room, we could come up with some great ideas for managing termino…	Sun Nov 16 13:16:11 PST 2014   
trentrosenbloom	@SueWoods summary views of progress against goals #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/2ydWX8oN0W	Sun Nov 16 13:16:11 PST 2014   
anitabaum	We' re collaborators in creation. I like that! Thanks D.Detmer 4 great presentation and 4 visit Argentina #AMIA2014 http://t.co/E0Tmep8C12	Sun Nov 16 13:16:17 PST 2014   
puhfu	Holy crud. Little: The average overhead ED page volume is 89.2 dB and max > 108dB - louder than a jackhammer #AMIA2014 #nowonderIcan'thear	Sun Nov 16 13:16:38 PST 2014   
trentrosenbloom	@SueWoods where they are going, "ANNIE" tool #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/Bfy5lmZatZ	Sun Nov 16 13:16:42 PST 2014   
drdannysands	Nice plans for #PGHD at @VeteransHealth presented by @SueWoods at #AMIA2014	Sun Nov 16 13:16:43 PST 2014   
sorena997	Healthcare Economics and Informatics Session: "CDS Effectiveness is Mixed" #amia2014 http://t.co/B4NZPAJnW0	Sun Nov 16 13:16:43 PST 2014   
sorena997	RT @trentrosenbloom: @SueWoods VA Launchpad as the next stage of mobile PGD data entry/sharing #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 h…	Sun Nov 16 13:16:54 PST 2014   
argoneus	#AMIA2014 some great scientific sessions on drug interactions, RxNorm for clinical decision support, smartphone use among diabetes patients	Sun Nov 16 13:17:01 PST 2014   
sorena997	RT @paulaotero: @anitabaum you totally rock!! Your tweets at #AMIA2014 are amazing!!	Sun Nov 16 13:17:07 PST 2014   
trentrosenbloom	@SueWoods ANNIE uses a text messaging interface for reminders #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/QPaeUCHzFC	Sun Nov 16 13:17:14 PST 2014   
nickreid	RT @trentrosenbloom: @SueWoods summary views of progress against goals #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/2ydWX8oN0W	Sun Nov 16 13:17:16 PST 2014   
susanchull	@SueWoods awesome presentation progress for #Veterans new Annie texting platform inspired by Flo #amia2014	Sun Nov 16 13:17:20 PST 2014   
frankfarach	#S02 Cimino @NIH: Coping with new terms via concept ontologies: map new to existing, retire, retire + map/add, do nothing #AMIA2014	Sun Nov 16 13:17:21 PST 2014   
trentrosenbloom	@SueWoods goals for PGD moving forward #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/k0EnTzG9r6	Sun Nov 16 13:17:37 PST 2014   
paulaotero	200 questions in 4 hours and you can certify as a Clinical Informatics Board Specialist #AMIA2014	Sun Nov 16 13:17:56 PST 2014   
sorena997	RT @DrDannySands: Nice plans for #PGHD at @VeteransHealth presented by @SueWoods at #AMIA2014	Sun Nov 16 13:18:00 PST 2014   
titusschleyer	Great info presented at #S02 on managing terminologies. Catch the slides in the @AMIAinformatics Knowledge Center! #AMIA2014	Sun Nov 16 13:18:08 PST 2014   
trentrosenbloom	@dr_bob @pattifbrennan agree, PGHD is for patients, providers, caregivers @SueWoods #AMIA2014	Sun Nov 16 13:18:11 PST 2014   
travisosterman	RT @trentrosenbloom: @SueWoods ANNIE uses a text messaging interface for reminders #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/Q…	Sun Nov 16 13:18:23 PST 2014   
drdannysands	Interesting that @SueWoods calls #PGHD patient-generated data (dropping the word "health"). #AMIA2014	Sun Nov 16 13:19:03 PST 2014   
bradcrotty	RT @DrDannySands: Nice plans for #PGHD at @VeteransHealth presented by @SueWoods at #AMIA2014	Sun Nov 16 13:19:03 PST 2014   
pattifbrennan	@SueWoods announces the Annie - an algorithm- approach to txt response to #pgdh - coaches pts in the moment #AMIA2014	Sun Nov 16 13:19:07 PST 2014   
susanchull	@SueWoods priorities for #PGHD Patient Voice single most important priority #amia2014	Sun Nov 16 13:19:10 PST 2014   
anitabaum	RT @paulaotero: #hiba2014 esta en sintonía con #AMIA2014 Detmer actualizo sobre la acreditación interprofesional en BA y ahora en DC http:/…	Sun Nov 16 13:19:17 PST 2014   
susanchull	RT @pattifbrennan: @SueWoods announces the Annie - an algorithm- approach to txt response to #pgdh - coaches pts in the moment #AMIA2014	Sun Nov 16 13:19:31 PST 2014   
arlenechung	@trentrosenbloom presenting on their work on chronic dz mgmt #AMIA2014 http://t.co/zf3fc6WH0e	Sun Nov 16 13:19:37 PST 2014   
paulaotero	92% exam pass rate in 2013 for CI Board #AMIA2014 http://t.co/nNm7eIYH9b	Sun Nov 16 13:19:44 PST 2014   
blancahimes	Susan Woods: VA created patient-generated data platform that meets needs of patients and providers. Next step: use for self-care. #AMIA2014	Sun Nov 16 13:19:49 PST 2014   
arlenechung	RT @anitabaum: #AMIA2014 see https://t.co/ZyAFgMhfvI for educational competences for health informatics	Sun Nov 16 13:19:51 PST 2014   
mcnamarabrian	RT @spbail: Super excited to see @flatironhealth's Amy Abernethy giving the opening keynote at #AMIA2014.	Sun Nov 16 13:20:07 PST 2014   
wareflo	RT @puhfu: Holy crud. Little: The average overhead ED page volume is 89.2 dB and max > 108dB - louder than a jackhammer #AMIA2014 #nowonder…	Sun Nov 16 13:20:15 PST 2014   
arlenechung	RT @trentrosenbloom: @SueWoods summary views of progress against goals #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/2ydWX8oN0W	Sun Nov 16 13:20:17 PST 2014   
susanchull	RT @DrDannySands: Interesting that @SueWoods calls #PGHD patient-generated data (dropping the word "health"). #AMIA2014	Sun Nov 16 13:20:18 PST 2014   
kritisinghi	RT @DrDannySands: Interesting that @SueWoods calls #PGHD patient-generated data (dropping the word "health"). #AMIA2014	Sun Nov 16 13:20:19 PST 2014   
dr_bob	Susan Woods: an algorithm tells patients whether their blood pressure is ok (i hope it's a smart algorithm) #amia2014	Sun Nov 16 13:20:34 PST 2014   
randi_epi	RT @trentrosenbloom: @SueWoods ANNIE uses a text messaging interface for reminders #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/Q…	Sun Nov 16 13:20:36 PST 2014   
bradcrotty	RT @DrDannySands: Interesting that @SueWoods calls #PGHD patient-generated data (dropping the word "health"). #AMIA2014	Sun Nov 16 13:20:38 PST 2014   
lrasmus	RT @titusschleyer: Great info presented at #S02 on managing terminologies. Catch the slides in the @AMIAinformatics Knowledge Center! #AMIA…	Sun Nov 16 13:21:03 PST 2014   
drdannysands	.@trentrosenbloom talks about #PGHD at @VUMChealth. When kids turn 13 their parents must turn access to portal over to child. #AMIA2014	Sun Nov 16 13:21:32 PST 2014   
lennoxmi6140	RT @trentrosenbloom: @SueWoods analytics and visualization of PGD is important #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/lXpcj…	Sun Nov 16 13:21:38 PST 2014   
lennoxmi6140	RT @trentrosenbloom: @SueWoods Clinican Themes on PGD #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/dshN5TwPI3	Sun Nov 16 13:21:43 PST 2014   
arlenechung	RT @DrDannySands: .@trentrosenbloom talks about #PGHD at @VUMChealth. When kids turn 13 their parents must turn access to portal over to ch…	Sun Nov 16 13:21:49 PST 2014   
kbjvanderbilt	@AMIAinformatics #AMIA2014 @trentrosenbloom http://t.co/k5SATlbYXF	Sun Nov 16 13:21:53 PST 2014   
titusschleyer	#S02 J. Cimino gets down and dirty with ICD-9 and IDCD-10 data retrieval. We need decision support to pick terminology codes ;-)! #AMIA2014	Sun Nov 16 13:22:36 PST 2014   
lennoxmi6140	RT @trentrosenbloom: @nwagle technical solutions to operational barriers @PartnersHealth #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://…	Sun Nov 16 13:22:38 PST 2014   
frankfarach	RT @titusschleyer: #S02 J. Cimino gets down and dirty with ICD-9 and IDCD-10 data retrieval. We need decision support to pick terminology c…	Sun Nov 16 13:22:51 PST 2014   
kbjvanderbilt	RT @titusschleyer: #S02 J. Cimino gets down and dirty with ICD-9 and IDCD-10 data retrieval. We need decision support to pick terminology c…	Sun Nov 16 13:23:13 PST 2014   
granitehead	Predictive screening = better outcomes, right? MT “@rsm2800 #PGHD risk model via portal but clinic overwhelmed w/ new pts #AMIA2014” #bcsm	Sun Nov 16 13:23:25 PST 2014   
nickreid	RT @trentrosenbloom: @SueWoods ANNIE uses a text messaging interface for reminders #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/Q…	Sun Nov 16 13:23:33 PST 2014   
drdannysands	.@trentrosenbloom describes care manager who reviews #PGHD and reaches out to patients based on data and if not entering data. #AMIA2014	Sun Nov 16 13:23:33 PST 2014   
arlenechung	Improving HTN control and pt engagement using the pt portal Vanderbilt CMS innovation project #AMIA2014	Sun Nov 16 13:23:34 PST 2014   
nickreid	RT @SusanCHull: @SueWoods awesome presentation progress for #Veterans new Annie texting platform inspired by Flo #amia2014	Sun Nov 16 13:23:42 PST 2014   
blancahimes	No need to tweet during @trentrosenbloom talk because he will tweet it all in a few minutes #AMIA2014	Sun Nov 16 13:23:57 PST 2014   
susanchull	@TrentRosenbloom TU for tweeting context commentary on #PGHD realtime while on panel My Health Home project impressive #amia2014	Sun Nov 16 13:24:06 PST 2014   
mkopinsky	#AMIA2014 #S08 Even after accounting for age/demographics, diabetes patients use smartphones less than average. I wouldn't expect that.	Sun Nov 16 13:24:20 PST 2014   
dieselcmio	Eric Hoffer said religion had words "pregnant with meaning" Wish he saw some of the semantic debate at #AMIA2014 ! http://t.co/8lsciB4i6f	Sun Nov 16 13:24:42 PST 2014   
lennoxmi6140	@AMIAinformatics #AMIA2014 CMS HCA Goals http://t.co/PMnWoPBXgu	Sun Nov 16 13:24:45 PST 2014   
drdannysands	Recurrent theme at #PGHD panel is allowing patients to store and review their results over time and learn what they need to do. #AMIA2014	Sun Nov 16 13:24:51 PST 2014   
drstevemorgan	Trent Rosenbloom just admitted that he can't present and tweet at the same time so we'll have to wait #AMIA2014	Sun Nov 16 13:25:02 PST 2014   
drnaqi	RT @Vote_ForPedro: "If the data we're using to take care of patients isn't research quality then we're morally obligated to get it there" d…	Sun Nov 16 13:25:11 PST 2014   
askappdev	RT @DrDannySands: Interesting that @SueWoods calls #PGHD patient-generated data (dropping the word "health"). #AMIA2014	Sun Nov 16 13:25:12 PST 2014   
chforu	RT @trentrosenbloom: @chaninwendling the value of PGHD at @GeisingerHealth #AMIA2014 @AMIAinformatics #PGD #PGHD #S01 http://t.co/ZOHapkpUIV	Sun Nov 16 13:25:18 PST 2014   
arlenechung	RT @SusanCHull: @TrentRosenbloom TU for tweeting context commentary on #PGHD realtime while on panel My Health Home project impressive #am…	Sun Nov 16 13:25:26 PST 2014   
shellyspiro	RT @titusschleyer: A big thanks to Bonnie Westra, Ann Turner and Neil Sarkar for putting in the hard work to make #AMIA2014 a success! @AMI…	Sun Nov 16 13:25:26 PST 2014   
puhfu	RT @DrDannySands: Recurrent theme at #PGHD panel is allowing patients to store and review their results over time and learn what they need …	Sun Nov 16 13:25:28 PST 2014   
puhfu	RT @titusschleyer: A big thanks to Bonnie Westra, Ann Turner and Neil Sarkar for putting in the hard work to make #AMIA2014 a success! @AMI…	Sun Nov 16 13:25:35 PST 2014   
arlenechung	RT @DrDannySands: Recurrent theme at #PGHD panel is allowing patients to store and review their results over time and learn what they need …	Sun Nov 16 13:25:36 PST 2014   
suewoods	Ha! MT @pattifbrennan @SueWoods #PGD or #PGHD - terminology standards problem! Have a good solution to balancing terms w/pt voice??#AMIA2014	Sun Nov 16 13:25:41 PST 2014   
neilcevans	At #AMIA2014 enjoying a session on patient generated health data including thoughts from @SueWoods re: our PGD journey at VA. #excitingstuff	Sun Nov 16 13:26:20 PST 2014   
djvreeman	#AMIA2014 #S02 Slides from my talk about the @RCBMI experience with terminologies (local and standards) http://t.co/ggihuJRlbK	Sun Nov 16 13:26:31 PST 2014   
neilcevans	RT @DrDannySands: Nice plans for #PGHD at @VeteransHealth presented by @SueWoods at #AMIA2014	Sun Nov 16 13:26:47 PST 2014   
granitehead	RT @dbarthjones: @Health_Affairs/@PCORI Hosting Twitter Chat Mon, Nov 17 2-3 p.m. ET on Patient Engagement in #Research. Use Hashtag -> #Pa…	Sun Nov 16 13:26:47 PST 2014   
bradcrotty	@trentrosenbloom using PGD to engage patients (and improve quality) and make population work lists for clin team. #AMIA2014	Sun Nov 16 13:26:56 PST 2014   
drdannysands	Many institutions on #PGHD panel will be incorporating text messaging. #AMIA2014	Sun Nov 16 13:26:57 PST 2014   
scottmace	RT @RCBMI: #AMIA2014 Didactic Panel today 3:30 Georgetown. Squaring the Circle: Managing Local Healthcare Terminologies in the Age of Stand…	Sun Nov 16 13:27:17 PST 2014   
titusschleyer	#S02 J. Cimino runs a Mumps-based terminology browser on DOS in Windows 7 to find LOINC code. Never was history so relevant ;-) . #AMIA2014	Sun Nov 16 13:27:17 PST 2014   
